SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
2,IE7204246,9916692513607636,"Botanical Gardens, Ballarat, Victoria",sj001361,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205694,9916692533607636,"Botanical Gardens, Ballarat.",sj001362,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207156,9916692553607636,BALLARAT GARDENS,sj001363,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207340,9916692563607636,BOTANIC GARDENS BALLARAT,sj001364,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207893,9916692573607636,BOTANIC GARDENS BALLARAT,sj001365,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202189,9916692583607636,"Yachting, Lake Wendouree, Ballarat",sj001366,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203850,9916692593607636,LAKE WENDOUREE BALLARAT,sj001367,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204080,9916692603607636,A WATER PICNIC BALLARAT,sj001368,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202672,9916692613607636,EUREKA STOCKADE BALLARAT,sj001369,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202476,9916692623607636,FAIRYLAND BALLARAT,sj001370,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7206960,9916692633607636,LAKE & BOATSHEDS BALLARAT,sj001371,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205394,9916692643607636,GONG GONG BALLARAT,sj001372,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203413,9916692773607636,PICNIC GROUND LAKE BURRUMBEET,sj001373,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204228,9916692783607636,STATUARY PAVILION BOTANICAL GARDENS BALLARAT.,sj001374,1911,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205471,9916692793607636,"LAKE WENDOUREE, BALLARAT.",sj001375,1911,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207212,9916692803607636,"'FAIRYLAND' LAKE WENDOUREE, BALLARAT.",sj001376,1911,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202660,9916692813607636,"Forest Scene, Botanical Gardens, Ballarat",sj001377,1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205338,9916692823607636,"Water Reserves, Ballarat",sj001378,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7207820,9916692833607636,"Kirk's Dam, Ballarat, Victoria",sj001379,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202420,9916692843607636,Water Reserves near Ballarat,sj001380,1905,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203707,9916692853607636,"Lal Lal Falls, Ballarat.",sj001381,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE20623930,9938683803607636,"Studio portrait of young man and a boy, possibly members of the Cook family.",ro000413,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE20623935,9938683753607636,"Studio portrait of two little girls, family name possibly Dowd.",ro000408,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE7207730,9916692863607636,"Lal Lal Falls, Ballarat",sj001382,1911,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE20623970,9938685303607636,"Studio portrait of a young woman, wearing a nurse's uniform, possibly Elsie May Millett.",ro000564,1909/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20624005,9938683873607636,"Studio portraits of a girl, possibly Edith Mabel Campbell.",ro000420,1914/1924,Studio of Vincent Kelly. Glass negatives.
2,IE20624030,9938684483607636,"Studio portrait of man, possible surname Strickland.",ro000481,1900/1910,Studio of Vincent Kelly. Glass negatives.
2,IE20624070,9938685313607636,"Studio portrait of a young woman, family name possibly Makepeace.",ro000565,1907/1923,Studio of Vincent Kelly. Glass negatives.
2,IE7206797,9916692873607636,"Lal Lal Falls, near Ballarat, Victoria.",sj001383,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205096,9916692883607636,"New Electric Power House, Ballarat",sj001384,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205112,9916692893607636,"New Electric Power House, Ballarat",sj001385,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7206805,9916694343607636,"City Hall, Ballarat",sj001386,1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205821,9916694363607636,"Soldiers Monument, Ballarat.",sj001387,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7205273,9916694373607636,"Sturt Street, looking East, Ballarat",sj001388,1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7204198,9916694443607636,"Eureka Stockade, Ballarat",sj001389,1916,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE20624095,9938684493607636,"Studio portrait of man, possible surname Strickland.",ro000482,1900/1910,Studio of Vincent Kelly. Glass negatives.
2,IE20624100,9938685503607636,"Studio portrait of young woman, possibly Phyllis Amy Cocks.",ro000584,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE7207645,9916694393607636,"The Flight from Pompeii, Botanic Gardens, Ballarat",sj001390,1916,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7202159,9916694463607636,"Botanic Gardens, Ballarat",sj001391,1916,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE7203287,9916694473607636,"Town Hall and Sturt Street, Ballarat",sj001392,1916,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 1.
2,IE20624125,9938684883607636,"Studio portrait of a boy and his dog, family name possibly Herrich.",ro000522,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20624145,9938685263607636,"Studio portraits of a young woman, possibly Hilda Emily Peverell.",ro000560,1912/1928,Studio of Vincent Kelly. Glass negatives.
2,IE20624160,9938685343607636,"Studio portrait of three children, family name possibly De Voogh.",ro000568,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20624190,9938684523607636,Studio portrait of a clergyman.,ro000485,1900/1910,Studio of Vincent Kelly. Glass negatives.
2,IE20624235,9938683843607636,"Studio portrait of a little boy, family name possibly Duffy.",ro000417,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20624260,9938684853607636,Studio portrait of two unidentified young girls wearing period costumes.,ro000519,1901/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20624305,9938684253607636,"Studio portrait of a woman, family name possibly Barber.",ro000458,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20624310,9938683773607636,"Studio portraits of a woman, possibly a member of the Darvall family.",ro000410,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20624315,9938683783607636,"Studio portrait of a young man, possibly a member of the Davies family.",ro000411,1927/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20624320,9938684373607636,"Studio portrait of three children, possibly members of the Murray family.",ro000470,1917/1943,Studio of Vincent Kelly. Glass negatives.
2,IE20641939,9938720823607636,"Studio portrait of an infant, family name possibly Martin.",ro000819,1904/1950,Studio of Vincent Kelly. Glass negatives.
2,IE20641959,9938717793607636,"Studio portrait of a young man, family name possibly Shaw.",ro000644,1920/1935,Studio of Vincent Kelly. Glass negatives.
2,IE20641974,9938721853607636,"Studio portrait of woman, wearing fur stole with tails, possibly Sarah Streachan.",ro000841,1910/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20641979,9938723813607636,"Studio portrait of a toddler, family name possibly Kim.",ro000915,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642004,9938720903607636,"Studio portrait of a young man, family name possibly Dunstan.",ro000827,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642029,9938720993607636,"Studio portrait of a little girl, family name possibly Dunn.",ro000836,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642064,9938718103607636,"Studio portraits of young woman wearing embroidered blouse, surname possibly McGrath.",ro000674,1900/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20642119,9938722153607636,"Studio portrait of a child, family name possibly Runnalls.",ro000871,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642129,9938722093607636,"Studio portraits of a woman, family name possibly Light.",ro000865,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642154,9938717843607636,"Studio portrait of a family group, name possibly Adams.",ro000649,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642194,9938718203607636,"Studio portrait of a young woman, family name possibly Norris.",ro000683,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642199,9938718343607636,"Studio portrait of a man and woman, family name possibly Wilson.",ro000697,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642229,9938718583607636,"Studio portrait of an unidentified toddler, family name possibly Ryan.",ro000720,1920/1935,Studio of Vincent Kelly. Glass negatives.
2,IE20642259,9938722053607636,"Studio portraits of a woman, family name possibly Reeves.",ro000861,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642279,9938723523607636,Studio portrait of the Crowley family.,ro000888,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642289,9938718423607636,"Studio portrait of two young women, family name possibly Richards.",ro000704,1900/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642314,9938722173607636,"Studio portrait of infant girl, family name possibly Johnson.",ro000873,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642369,9938723893607636,"Studio portrait of a baby, family name possibly Harris.",ro000923,1904/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20642374,9938723873607636,"Studio portrait of an unidentified little girl, family name possibly Harrop.",ro000921,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642409,9938723493607636,"Studio portrait of an unidentified young woman, possibly a member of the Curry family.",ro000885,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642424,9938721913607636,"Studio portrait of two girls, possibly sisters Doreen Pearl and Ruby Alice Newland.",ro000847,1920/1935,Studio of Vincent Kelly. Glass negatives.
2,IE20642444,9938724313607636,"Studio portrait of a girl, family name possibly Gardner.",ro000964,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642479,9938723903607636,"Studio portrait of a baby, family name possibly Howard.",ro000924,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642524,9938723453607636,"Studio portrait of a young woman, possibly Frances Mary Coote.",ro000881,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642549,9938718093607636,"Studio portraits of young woman, half length, surname possibly McGuiness.",ro000673,1900/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20642584,9938721883607636,"Studio portrait of mother sitting on wicker chair and holding a baby, surname possibly O'Neill.",ro000844,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642599,9938718903607636,"Studio portrait of a young woman, family name possibly Breayley.",ro000751,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642724,9938723433607636,"Studio portrait of two women, one wearing a nun's habit, possibly members of the Connolly family.",ro000879,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642734,9938718623607636,"Studio portrait of a little girl, family name possibly Byrne.",ro000724,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642839,9938720983607636,"Studio portrait of an infant, family name possibly Slatter.",ro000835,1904/1950,Studio of Vincent Kelly. Glass negatives.
2,IE20642874,9938716873607636,"Studio portrait of a young man, family name possibly Ritchie.",ro000598,1920/1935,Studio of Vincent Kelly. Glass negatives.
2,IE20642899,9938720133607636,"Studio portrait of three children, family name possibly Hurle.",ro000774,1920/1935,Studio of Vincent Kelly. Glass negatives.
2,IE20642909,9938723513607636,Studio portrait of the Crowley family.,ro000887,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642934,9938718533607636,"Studio portrait of a girl, family name possibly Rodgers..",ro000715,1900/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20642999,9938720623607636,"Dodge truck with signage for Kangaroo Flat Bakery, C. A. Earl.",ro000800,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643014,9938718683607636,"Studio portrait of a boy, family name possibly Gow.",ro000730,1900/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20643019,9938717863607636,"Studio portrait of a girl, family name possibly Arnold.",ro000651,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643044,9938718213607636,"Studio portrait of a young woman, family name possibly Morris.",ro000684,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643049,9938722163607636,"Studio portrait of infant, family name possibly Robertson.",ro000872,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643164,9938724433607636,"Studio portrait of a little boy, family name possibly Vinnicombe.",ro000976,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643184,9938718853607636,"Studio portrait of a man and woman, family name possibly Johnson.",ro000746,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643209,9938716983607636,"Studio portrait of a man, family name possibly Rodgers.",ro000609,1920/1935,Studio of Vincent Kelly. Glass negatives.
2,IE20643214,9938721943607636,"Studio portraits of two young women, one on right is possibly Florence Old.",ro000850,1900/1920,Studio of Vincent Kelly. Glass negatives.
2,IE20643219,9938720393607636,"Studio portrait of a young girl on a rocking horse, family name possibly Parker.",ro000778,1905/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643259,9938721843607636,"Studio portrait of young lady, seated, possibly Myrtle Treasure.",ro000840,1910/1929,Studio of Vincent Kelly. Glass negatives.
2,IE20643279,9938718283607636,"Studio portrait of a young woman, possibly Violet Sharman.",ro000691,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643289,9938718703607636,"Studio portrait of a baby, family name possibly Emery-Campbell.",ro000732,1904/1958,Studio of Vincent Kelly. Glass negatives.
2,IE20643319,9938724283607636,"Studio portrait of a little girl, family name possibly Payne.",ro000961,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643354,9938717853607636,"Studio portrait of three young girls, family name possibly Nolan.",ro000650,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643409,9938718803607636,"Studio portrait of a man, woman and infant, family name possibly Ryan..",ro000741,1900/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643454,9938723483607636,"Studio portrait of an unidentified young woman, possibly a member of the Curry family.",ro000884,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643459,9938717633607636,"Studio portrait of a young woman, family name possibly Sharan or Shaw.",ro000629,1920/1930,Studio of Vincent Kelly. Glass negatives.
2,IE20643534,9938724203607636,"Studio portrait of a young man, family name possibly Ward.",ro000954,1920/1930,Studio of Vincent Kelly. Glass negatives.
