IE PID,MMS ID,Title (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS),palettes,pal_1,pal_2,pal_3,pal_4,pal_5,alma_title,alma_title_statement,alma_summary,alma_p950,ner,pos
IE7201055,9916690693607636,"Snow Scene, Last Chance, Gold Mine, Ballarat",1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[54, 53, 46], [128, 120, 95], [162, 162, 137], [194, 187, 163], [232, 222, 192]]","[54, 53, 46]","[128, 120, 95]","[162, 162, 137]","[194, 187, 163]","[232, 222, 192]","Snow Scene, Last Chance, Gold Mine, Ballarat","Snow Scene, Last Chance, Gold Mine, Ballarat",Shows men holding snowballs.,,"['Span[1:11]: ""Snow Scene, Last Chance, Gold Mine, Ballarat"" → WORK_OF_ART (0.6720)', 'Span[14:24]: ""Snow Scene, Last Chance, Gold Mine, Ballarat"" → WORK_OF_ART (0.8023)']","Sentence[38]: ""['Snow Scene, Last Chance, Gold Mine, Ballarat', 'Snow Scene, Last Chance, Gold Mine, Ballarat', 'Shows men holding snowballs.', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Last""/NNP, ""Chance""/NNP, "",""/,, ""Gold""/NNP, ""Mine""/NNP, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Last""/NNP, ""Chance""/NNP, "",""/,, ""Gold""/NNP, ""Mine""/NNP, "",""/,, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""men""/NNS, ""holding""/VBG, ""snowballs.""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/DT, ""']""/'']"
IE7201097,9916690703607636,"Snow Scene, Ballarat Gardens",1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[56, 60, 50], [113, 115, 95], [167, 170, 143], [215, 203, 173], [247, 238, 202]]","[56, 60, 50]","[113, 115, 95]","[167, 170, 143]","[215, 203, 173]","[247, 238, 202]","Snow Scene, Ballarat Gardens","Snow Scene, Ballarat Gardens",Could not find,,"['Span[0:7]: ""[\'Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.7322)', 'Span[9:15]: ""Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.8016)']","Sentence[27]: ""['Snow Scene, Ballarat Gardens', 'Snow Scene, Ballarat Gardens', 'Could not find', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE7201196,9916690713607636,"Snow Scene, Ballarat Gardens",1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[44, 49, 43], [79, 84, 70], [120, 122, 104], [180, 172, 150], [215, 203, 177]]","[44, 49, 43]","[79, 84, 70]","[120, 122, 104]","[180, 172, 150]","[215, 203, 177]","Snow Scene, Ballarat Gardens","Snow Scene, Ballarat Gardens",Shows two men with snow balls.,,"['Span[0:7]: ""[\'Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.7043)', 'Span[9:15]: ""Snow Scene, Ballarat Gardens\'"" → WORK_OF_ART (0.7600)', 'Span[18:19]: ""two"" → CARDINAL (0.8028)']","Sentence[30]: ""['Snow Scene, Ballarat Gardens', 'Snow Scene, Ballarat Gardens', 'Shows two men with snow balls.', 'n/a']"" → [""['""/``, ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Snow""/NNP, ""Scene""/NNP, "",""/,, ""Ballarat""/NNP, ""Gardens""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""two""/CD, ""men""/NNS, ""with""/IN, ""snow""/NN, ""balls.""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7203162,9916690983607636,[Droving sheep at Skipton],1923,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[64, 64, 64], [99, 99, 99], [136, 136, 136], [185, 185, 185], [245, 245, 245]]","[64, 64, 64]","[99, 99, 99]","[136, 136, 136]","[185, 185, 185]","[245, 245, 245]",[Droving sheep at Skipton],[Droving sheep at Skipton],Could not find,,"['Span[4:5]: ""Skipton"" → ORG (0.8772)', 'Span[11:12]: ""Skipton"" → ORG (0.9283)']","Sentence[25]: ""['[Droving sheep at Skipton]', '[Droving sheep at Skipton]', 'Could not find', 'n/a']"" → [""['[""/NFP, ""Droving""/VBG, ""sheep""/NN, ""at""/IN, ""Skipton""/NNP, ""]'""/'', "",""/,, ""'[""/'', ""Droving""/VBG, ""sheep""/NN, ""at""/IN, ""Skipton""/NNP, ""]'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7208036,9916691073607636,[Main Road through Skipton],1907,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[57, 57, 57], [90, 90, 90], [128, 128, 128], [173, 173, 173], [244, 244, 244]]","[57, 57, 57]","[90, 90, 90]","[128, 128, 128]","[173, 173, 173]","[244, 244, 244]",[Main Road through Skipton],[Main Road through Skipton],Shows C.W. Vowles Skipton Hotel in distance.,,"['Span[1:3]: ""Main Road"" → FAC (0.6931)', 'Span[4:5]: ""Skipton"" → GPE (0.8783)', 'Span[8:10]: ""Main Road"" → FAC (0.8871)', 'Span[11:12]: ""Skipton"" → GPE (0.8805)', 'Span[15:20]: ""Shows C.W. Vowles Skipton Hotel"" → ORG (0.7015)']","Sentence[29]: ""['[Main Road through Skipton]', '[Main Road through Skipton]', 'Shows C.W. Vowles Skipton Hotel in distance.', 'n/a']"" → [""['[""/NFP, ""Main""/NNP, ""Road""/NNP, ""through""/IN, ""Skipton""/NNP, ""]'""/'', "",""/,, ""'[""/'', ""Main""/NNP, ""Road""/NNP, ""through""/IN, ""Skipton""/NNP, ""]'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""C.W.""/NNP, ""Vowles""/NNP, ""Skipton""/NNP, ""Hotel""/NNP, ""in""/IN, ""distance.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7201901,9916691083607636,"[Snake Valley State School, near Ballarat]",1909,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[36, 45, 43], [75, 80, 74], [114, 116, 104], [196, 188, 167], [242, 240, 221]]","[36, 45, 43]","[75, 80, 74]","[114, 116, 104]","[196, 188, 167]","[242, 240, 221]","[Snake Valley State School, near Ballarat]","[Snake Valley State School, near Ballarat]",Could not find,,"['Span[1:5]: ""Snake Valley State School"" → ORG (0.6368)', 'Span[7:8]: ""Ballarat"" → GPE (0.9930)', 'Span[11:15]: ""Snake Valley State School"" → ORG (0.7191)', 'Span[17:18]: ""Ballarat"" → GPE (0.9892)']","Sentence[31]: ""['[Snake Valley State School, near Ballarat]', '[Snake Valley State School, near Ballarat]', 'Could not find', 'n/a']"" → [""['[""/-LRB-, ""Snake""/NNP, ""Valley""/NNP, ""State""/NNP, ""School""/NNP, "",""/,, ""near""/IN, ""Ballarat""/NNP, ""]'""/'', "",""/,, ""'[""/'', ""Snake""/NNP, ""Valley""/NNP, ""State""/NNP, ""School""/NNP, "",""/,, ""near""/IN, ""Ballarat""/NNP, ""]'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7207367,9916690993607636,Lal Lal Falls Ballarat,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[18, 35, 23], [65, 79, 59], [126, 137, 111], [182, 188, 157], [240, 237, 199]]","[18, 35, 23]","[65, 79, 59]","[126, 137, 111]","[182, 188, 157]","[240, 237, 199]",Lal Lal Falls Ballarat,Lal Lal Falls Ballarat,Could not find,,"['Span[1:5]: ""Lal Lal Falls Ballarat"" → PERSON (0.5479)', 'Span[8:12]: ""Lal Lal Falls Ballarat"" → WORK_OF_ART (0.7680)']","Sentence[25]: ""['Lal Lal Falls Ballarat', 'Lal Lal Falls Ballarat', 'Could not find', 'n/a']"" → [""['""/``, ""Lal""/NNP, ""Lal""/NNP, ""Falls""/NNP, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Lal""/NNP, ""Lal""/NNP, ""Falls""/VBZ, ""Ballarat""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE389951,9916548303607636,"Dangerously suspicious : contributions insisted upon, voluntary principals despised /",1869,"The Victorian gold fields during 1852 & 3, comprising forty original sketches by S.T. Gill","[[101, 87, 74], [149, 130, 104], [180, 162, 133], [207, 194, 172], [233, 226, 212]]","[101, 87, 74]","[149, 130, 104]","[180, 162, 133]","[207, 194, 172]","[233, 226, 212]","Dangerously suspicious : contributions insisted upon, voluntary principals despised /",Dangerously suspicious :,"Shows two men with rifles, leaning against a tree in bushland, possibly waiting for a chance to rob a successful digger. Inscription on left of image: Black Forest gold taken via Bendigo or elsewhere.",,"['Span[20:21]: ""two"" → CARDINAL (0.9996)', 'Span[6:8]: ""Black Forest"" → WORK_OF_ART (0.5964)', 'Span[11:12]: ""Bendigo"" → GPE (0.6546)']","Sentence[64]: ""['Dangerously suspicious : contributions insisted upon, voluntary principals despised /', 'Dangerously suspicious :', 'Shows two men with rifles, leaning against a tree in bushland, possibly waiting for a chance to rob a successful digger. Inscription on left of image: Black Forest gold taken via Bendigo or elsewhere.', 'n/a']"" → [""['""/``, ""Dangerously""/RB, ""suspicious""/JJ, "":""/:, ""contributions""/NNS, ""insisted""/VBN, ""upon""/IN, "",""/,, ""voluntary""/JJ, ""principals""/NNS, ""despised""/VBN, ""/'""/NFP, "",""/,, ""'""/'', ""Dangerously""/RB, ""suspicious""/JJ, "":'""/NFP, "",""/,, ""'""/'', ""Shows""/VBZ, ""two""/CD, ""men""/NNS, ""with""/IN, ""rifles""/NNS, "",""/,, ""leaning""/VBG, ""against""/IN, ""a""/DT, ""tree""/NN, ""in""/IN, ""bushland""/NN, "",""/,, ""possibly""/RB, ""waiting""/VBG, ""for""/IN, ""a""/DT, ""chance""/NN, ""to""/TO, ""rob""/VB, ""a""/DT, ""successful""/JJ, ""digger""/NN, "".""/,, ""Inscription""/NN, ""on""/IN, ""left""/JJ, ""of""/IN, ""image""/NN, "":""/:, ""Black""/NNP, ""Forest""/NNP, ""gold""/NN, ""taken""/VBN, ""via""/IN, ""Bendigo""/NNP, ""or""/CC, ""elsewhere.""/RB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/NN, ""']""/'']"
IE7201025,9916691103607636,"In the Park, Bacchus Marsh",1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[43, 47, 48], [94, 96, 82], [151, 144, 115], [195, 184, 149], [251, 250, 222]]","[43, 47, 48]","[94, 96, 82]","[151, 144, 115]","[195, 184, 149]","[251, 250, 222]","In the Park, Bacchus Marsh","In the Park, Bacchus Marsh",Shows path in gardens.,,"['Span[5:7]: ""Bacchus Marsh"" → PERSON (0.6236)', 'Span[9:16]: ""\'In the Park, Bacchus Marsh"" → WORK_OF_ART (0.7765)']","Sentence[30]: ""['In the Park, Bacchus Marsh', 'In the Park, Bacchus Marsh', 'Shows path in gardens.', 'n/a']"" → [""['""/``, ""In""/IN, ""the""/DT, ""Park""/NNP, "",""/,, ""Bacchus""/NNP, ""Marsh""/NNP, ""'""/'', "",""/,, ""'""/'', ""In""/IN, ""the""/DT, ""Park""/NNP, "",""/,, ""Bacchus""/NNP, ""Marsh""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""path""/NN, ""in""/IN, ""gardens.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7203847,9916691003607636,"SODA WATER SPRINGS, BALLAN",1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[69, 68, 64], [91, 89, 83], [114, 111, 104], [142, 138, 129], [179, 174, 160]]","[69, 68, 64]","[91, 89, 83]","[114, 111, 104]","[142, 138, 129]","[179, 174, 160]","SODA WATER SPRINGS, BALLAN","SODA WATER SPRINGS, BALLAN",Could not find,,"['Span[5:6]: ""BALLAN"" → GPE (0.3918)', 'Span[13:14]: ""BALLAN"" → PERSON (0.8826)']","Sentence[27]: ""['SODA WATER SPRINGS, BALLAN', 'SODA WATER SPRINGS, BALLAN', 'Could not find', 'n/a']"" → [""['""/``, ""SODA""/NNP, ""WATER""/NNP, ""SPRINGS""/NNP, "",""/,, ""BALLAN""/NNP, ""'""/'', "",""/,, ""'""/'', ""SODA""/NNP, ""WATER""/NNP, ""SPRINGS""/NNP, "",""/,, ""BALLAN""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE7206949,9916691133607636,Bacchus Marsh,1908,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[70, 52, 37], [96, 77, 56], [125, 104, 76], [156, 137, 101], [176, 159, 123]]","[70, 52, 37]","[96, 77, 56]","[125, 104, 76]","[156, 137, 101]","[176, 159, 123]",Bacchus Marsh,Bacchus Marsh,Shows street in township of Bacchus Marsh.,,"['Span[1:3]: ""Bacchus Marsh"" → PERSON (0.8838)', 'Span[6:8]: ""Bacchus Marsh"" → PERSON (0.5232)', 'Span[16:18]: ""Bacchus Marsh."" → WORK_OF_ART (0.5119)']","Sentence[25]: ""['Bacchus Marsh', 'Bacchus Marsh', 'Shows street in township of Bacchus Marsh.', 'n/a']"" → [""['""/``, ""Bacchus""/NNP, ""Marsh""/NNP, ""'""/'', "",""/,, ""'""/'', ""Bacchus""/NNP, ""Marsh""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""street""/NN, ""in""/IN, ""township""/NN, ""of""/IN, ""Bacchus""/NNP, ""Marsh.""/NNP, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7201697,9916691043607636,"UPPER WERRIBEE GORGE, BACCHUS MARSH",1917,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[40, 59, 43], [74, 97, 75], [121, 151, 125], [177, 212, 180], [244, 250, 222]]","[40, 59, 43]","[74, 97, 75]","[121, 151, 125]","[177, 212, 180]","[244, 250, 222]","UPPER WERRIBEE GORGE, BACCHUS MARSH","UPPER WERRIBEE GORGE, BACCHUS MARSH",Could not find,,[],"Sentence[29]: ""['UPPER WERRIBEE GORGE, BACCHUS MARSH', 'UPPER WERRIBEE GORGE, BACCHUS MARSH', 'Could not find', 'n/a']"" → [""['""/``, ""UPPER""/NNP, ""WERRIBEE""/NNP, ""GORGE""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, ""'""/'', "",""/,, ""'""/'', ""UPPER""/NNP, ""WERRIBEE""/NNP, ""GORGE""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE7208042,9916691153607636,"THE WERRIBEE VALLEY, BACCHUS MARSH, VICTORIA",1928,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[45, 46, 39], [94, 91, 81], [145, 140, 127], [199, 192, 176], [240, 237, 222]]","[45, 46, 39]","[94, 91, 81]","[145, 140, 127]","[199, 192, 176]","[240, 237, 222]","THE WERRIBEE VALLEY, BACCHUS MARSH, VICTORIA","THE WERRIBEE VALLEY, BACCHUS MARSH, VICTORIA",Shows river.,,[],"Sentence[32]: ""['THE WERRIBEE VALLEY, BACCHUS MARSH, VICTORIA', 'THE WERRIBEE VALLEY, BACCHUS MARSH, VICTORIA', 'Shows river.', 'n/a']"" → [""['""/``, ""THE""/DT, ""WERRIBEE""/NNP, ""VALLEY""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""THE""/DT, ""WERRIBEE""/NNP, ""VALLEY""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""river.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/,, ""a""/NN, ""']""/'']"
IE7203779,9916691173607636,"MAIN STREET, BACCHUS MARSH, VICTORIA",1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[64, 53, 37], [117, 101, 75], [157, 141, 116], [195, 179, 155], [220, 209, 195]]","[64, 53, 37]","[117, 101, 75]","[157, 141, 116]","[195, 179, 155]","[220, 209, 195]","MAIN STREET, BACCHUS MARSH, VICTORIA","MAIN STREET, BACCHUS MARSH, VICTORIA",Shows bookmaker's shop.,,"['Span[1:3]: ""MAIN STREET"" → FAC (0.5508)', 'Span[4:6]: ""BACCHUS MARSH"" → GPE (0.3733)', 'Span[7:8]: ""VICTORIA"" → GPE (0.6557)']","Sentence[32]: ""['MAIN STREET, BACCHUS MARSH, VICTORIA', 'MAIN STREET, BACCHUS MARSH, VICTORIA', ""Shows bookmaker's shop."", 'n/a']"" → [""['""/``, ""MAIN""/NNP, ""STREET""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""MAIN""/NNP, ""STREET""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, """"""/'', ""Shows""/VBZ, ""bookmaker""/NN, ""'s""/POS, ""shop.""/NN, """"""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/NN, ""']""/'']"
IE7204486,9916691183607636,"MAIN STREET, BACCHUS MARSH, VICTORIA",1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[75, 61, 41], [122, 106, 78], [166, 151, 124], [196, 183, 160], [218, 210, 192]]","[75, 61, 41]","[122, 106, 78]","[166, 151, 124]","[196, 183, 160]","[218, 210, 192]","MAIN STREET, BACCHUS MARSH, VICTORIA","MAIN STREET, BACCHUS MARSH, VICTORIA",Shows bank.,,"['Span[4:6]: ""BACCHUS MARSH"" → GPE (0.4173)', 'Span[7:8]: ""VICTORIA"" → GPE (0.6658)']","Sentence[30]: ""['MAIN STREET, BACCHUS MARSH, VICTORIA', 'MAIN STREET, BACCHUS MARSH, VICTORIA', 'Shows bank.', 'n/a']"" → [""['""/``, ""MAIN""/NNP, ""STREET""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""MAIN""/NNP, ""STREET""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""bank.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7201880,9916691213607636,"MADDINGLEY PARK, BACCHUS MARSH, VICTORIA",1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[41, 44, 42], [82, 82, 77], [133, 130, 124], [186, 180, 173], [237, 230, 223]]","[41, 44, 42]","[82, 82, 77]","[133, 130, 124]","[186, 180, 173]","[237, 230, 223]","MADDINGLEY PARK, BACCHUS MARSH, VICTORIA","MADDINGLEY PARK, BACCHUS MARSH, VICTORIA",Shows avenue of trees.,,"['Span[1:3]: ""MADDINGLEY PARK"" → FAC (0.4689)', 'Span[4:6]: ""BACCHUS MARSH"" → FAC (0.3775)', 'Span[11:13]: ""MADDINGLEY PARK"" → FAC (0.4276)']","Sentence[32]: ""['MADDINGLEY PARK, BACCHUS MARSH, VICTORIA', 'MADDINGLEY PARK, BACCHUS MARSH, VICTORIA', 'Shows avenue of trees.', 'n/a']"" → [""['""/``, ""MADDINGLEY""/NNP, ""PARK""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""MADDINGLEY""/NNP, ""PARK""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""avenue""/NN, ""of""/IN, ""trees.""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/,, ""a""/NN, ""']""/'']"
IE7201121,9916691233607636,"PRESBYTERIAN CHURCH, BACCHUS MARSH, VICTORIA",1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[47, 45, 30], [89, 86, 68], [139, 134, 114], [190, 185, 166], [251, 250, 239]]","[47, 45, 30]","[89, 86, 68]","[139, 134, 114]","[190, 185, 166]","[251, 250, 239]","PRESBYTERIAN CHURCH, BACCHUS MARSH, VICTORIA","PRESBYTERIAN CHURCH, BACCHUS MARSH, VICTORIA",Could not find,,[],"Sentence[31]: ""['PRESBYTERIAN CHURCH, BACCHUS MARSH, VICTORIA', 'PRESBYTERIAN CHURCH, BACCHUS MARSH, VICTORIA', 'Could not find', 'n/a']"" → [""['""/``, ""PRESBYTERIAN""/NNP, ""CHURCH""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""PRESBYTERIAN""/NNP, ""CHURCH""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE7201578,9916691253607636,"MADDINGLEY PARK, BACCHUS MARSH, VICTORIA",1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[40, 42, 36], [90, 91, 84], [140, 138, 128], [200, 195, 181], [245, 245, 237]]","[40, 42, 36]","[90, 91, 84]","[140, 138, 128]","[200, 195, 181]","[245, 245, 237]","MADDINGLEY PARK, BACCHUS MARSH, VICTORIA","MADDINGLEY PARK, BACCHUS MARSH, VICTORIA",Shows lake or other body of low water with children standing in front of ivy covered grotto.,,"['Span[1:3]: ""MADDINGLEY PARK"" → FAC (0.5037)', 'Span[4:6]: ""BACCHUS MARSH"" → FAC (0.3883)', 'Span[7:8]: ""VICTORIA"" → GPE (0.3527)', 'Span[11:13]: ""MADDINGLEY PARK"" → FAC (0.4246)']","Sentence[45]: ""['MADDINGLEY PARK, BACCHUS MARSH, VICTORIA', 'MADDINGLEY PARK, BACCHUS MARSH, VICTORIA', 'Shows lake or other body of low water with children standing in front of ivy covered grotto.', 'n/a']"" → [""['""/``, ""MADDINGLEY""/NNP, ""PARK""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""MADDINGLEY""/NNP, ""PARK""/NNP, "",""/,, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""lake""/NN, ""or""/CC, ""other""/JJ, ""body""/NN, ""of""/IN, ""low""/JJ, ""water""/NN, ""with""/IN, ""children""/NNS, ""standing""/VBG, ""in""/IN, ""front""/NN, ""of""/IN, ""ivy""/NN, ""covered""/VBN, ""grotto.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE7201094,9916691283607636,"PANORAMA OF BACCHUS MARSH, VICTORIA",1918,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[59, 49, 30], [108, 94, 67], [159, 144, 113], [209, 194, 163], [251, 243, 222]]","[59, 49, 30]","[108, 94, 67]","[159, 144, 113]","[209, 194, 163]","[251, 243, 222]","PANORAMA OF BACCHUS MARSH, VICTORIA","PANORAMA OF BACCHUS MARSH, VICTORIA",Shows township.,,[],"Sentence[28]: ""['PANORAMA OF BACCHUS MARSH, VICTORIA', 'PANORAMA OF BACCHUS MARSH, VICTORIA', 'Shows township.', 'n/a']"" → [""['""/``, ""PANORAMA""/NNP, ""OF""/IN, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""PANORAMA""/NNP, ""OF""/IN, ""BACCHUS""/NNP, ""MARSH""/NNP, "",""/,, ""VICTORIA""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""township.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/,, ""a""/NN, ""']""/'']"
IE7202525,9916691303607636,"Post Office, Bacchus Marsh",1906,Shirley Jones collection of Victorian postcards. Ballarat area coloured ; vol. 2.,"[[26, 32, 23], [88, 89, 73], [154, 148, 126], [220, 206, 175], [241, 249, 227]]","[26, 32, 23]","[88, 89, 73]","[154, 148, 126]","[220, 206, 175]","[241, 249, 227]","Post Office, Bacchus Marsh","Post Office, Bacchus Marsh",Could not find,,"['Span[4:6]: ""Bacchus Marsh"" → PERSON (0.8520)', 'Span[9:14]: ""Post Office, Bacchus Marsh"" → WORK_OF_ART (0.6744)']","Sentence[27]: ""['Post Office, Bacchus Marsh', 'Post Office, Bacchus Marsh', 'Could not find', 'n/a']"" → [""['""/``, ""Post""/NNP, ""Office""/NNP, "",""/,, ""Bacchus""/NNP, ""Marsh""/NNP, ""'""/'', "",""/,, ""'""/'', ""Post""/NNP, ""Office""/NNP, "",""/,, ""Bacchus""/NNP, ""Marsh""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
